issue_id,user_id,issue_type,description,reported_date,status,priority,app_version
2264,122,Network,Profile picture upload not working,2025-02-05 23:01:26,In Progress,Medium,5.3.8
2265,883,Other,Dark mode not applied on some screens,2024-09-13 07:45:40,Resolved,Critical,5.2.8
2266,151,Crash,App crashes when opening settings,2025-06-16 09:58:29,Open,Low,3.1.9
2267,298,Network,Error message displayed incorrectly,2025-01-01 12:55:42,In Progress,High,5.5.8
2268,947,UI Bug,Search results take too long to load,2025-01-27 18:52:12,In Progress,High,2.2.3
2269,531,Data Loss,Profile picture upload not working,2024-09-20 18:34:19,Resolved,High,1.0.2
2270,94,Other,Keyboard hides input field on iOS,2025-03-06 10:10:03,Open,Critical,3.0.0
2271,720,Data Loss,App freezes after login,2024-11-02 16:44:18,Resolved,Medium,3.0.9
2272,71,UI Bug,Slow performance on home screen,2024-12-16 11:31:16,Open,Low,1.9.4
2273,957,Crash,Slow performance on home screen,2024-12-03 07:29:09,Resolved,Medium,2.7.4
2274,1,Performance,App freezes after login,2025-04-18 11:57:38,Open,Medium,1.7.0
2275,226,Crash,UI elements overlap on small screen,2024-11-11 19:46:07,Open,High,5.9.2
2276,530,Data Loss,Login button not responding on Android,2024-11-09 14:07:55,In Progress,High,5.0.6
2277,53,Performance,Push notifications show duplicate messages,2024-10-16 18:11:11,Resolved,Critical,5.5.1
2278,84,Network,UI elements overlap on small screen,2025-09-01 10:09:12,In Progress,Low,3.7.8
2279,423,Performance,Scrolling is not smooth,2025-06-26 01:32:15,Resolved,High,2.3.1
2280,684,UI Bug,Location services not detecting city,2025-08-29 11:33:10,Resolved,High,3.2.8
2281,289,Network,Scrolling is not smooth,2025-02-13 03:07:16,In Progress,Low,3.0.7
2282,88,UI Bug,UI elements overlap on small screen,2025-07-15 12:26:28,Open,Low,4.3.6
2283,65,Network,Data not syncing with server,2024-10-23 14:06:51,In Progress,Critical,5.5.8
2284,910,Network,Payment gateway fails at checkout,2025-02-12 08:32:56,Open,Low,3.0.5
2285,343,Other,UI elements overlap on small screen,2025-03-15 17:21:44,Resolved,High,3.1.0
2286,411,Crash,Search results take too long to load,2025-07-14 07:15:44,Resolved,Critical,5.7.1
2287,215,UI Bug,Location services not detecting city,2025-05-21 01:43:09,Resolved,Critical,2.0.6
2288,25,Other,App logs out automatically,2024-10-30 00:17:38,In Progress,Critical,5.3.4
2289,743,Other,App version mismatch after update,2025-06-01 17:58:58,In Progress,Critical,5.3.5
2290,183,UI Bug,Payment gateway fails at checkout,2025-06-18 20:53:53,In Progress,High,4.5.9
2291,560,Performance,UI elements overlap on small screen,2024-11-08 20:06:45,Resolved,Critical,1.6.2
2292,188,UI Bug,Notifications are not received,2025-07-01 02:44:40,Open,High,4.6.4
2293,677,Network,Location services not detecting city,2024-12-27 03:06:55,Open,High,2.8.6
2294,212,UI Bug,Scrolling is not smooth,2025-07-23 03:39:00,Resolved,Critical,1.4.3
2295,479,Network,Dark mode not applied on some screens,2025-03-16 00:45:42,In Progress,Critical,2.2.9
2296,163,Crash,Error message displayed incorrectly,2025-07-15 17:14:36,Open,Low,1.1.4
2297,839,Data Loss,Location services not detecting city,2025-04-13 20:23:54,Open,Medium,4.3.4
2298,683,Performance,Keyboard hides input field on iOS,2024-10-03 15:28:21,In Progress,Medium,4.1.4
2299,981,Other,Keyboard hides input field on iOS,2024-09-09 03:01:26,Open,Critical,4.1.0
2300,33,Performance,App logs out automatically,2025-04-13 23:54:58,Resolved,Medium,4.4.5
2301,447,UI Bug,Notifications are not received,2025-05-09 03:53:31,Open,Medium,4.3.3
2302,406,Other,Error message displayed incorrectly,2025-05-16 02:49:00,Resolved,Medium,3.0.3
2303,527,Crash,App crashes when opening settings,2024-11-08 19:02:36,In Progress,Low,4.8.2
2304,305,Crash,Crash when switching app language,2024-09-27 11:13:01,In Progress,Critical,4.2.5
2305,472,Performance,App crashes when opening settings,2025-02-13 04:41:35,Open,Medium,5.8.9
2306,994,Crash,Scrolling is not smooth,2025-07-31 03:42:49,In Progress,Low,5.1.3
2307,887,Network,Login button not responding on Android,2024-09-23 12:53:56,Resolved,High,3.8.2
2308,667,Network,Data not syncing with server,2024-09-07 21:42:26,Resolved,Medium,3.2.4
2309,870,UI Bug,Slow performance on home screen,2025-04-04 23:28:24,Open,Medium,5.1.2
2310,296,Performance,Data not syncing with server,2025-03-11 10:09:35,In Progress,Low,5.0.1
2311,752,Performance,UI elements overlap on small screen,2024-10-22 14:55:03,In Progress,Critical,5.7.4
2312,33,UI Bug,Search results take too long to load,2024-11-30 23:18:46,Resolved,Low,5.2.6
2313,701,Data Loss,Location services not detecting city,2024-10-14 20:13:09,In Progress,Low,1.8.2
2314,477,UI Bug,UI elements overlap on small screen,2025-06-28 12:11:12,Resolved,Critical,2.0.3
2315,527,Crash,Login button not responding on Android,2025-06-17 15:51:00,In Progress,Medium,5.3.0
2316,632,Data Loss,App version mismatch after update,2025-07-22 03:35:10,Open,High,2.5.4
2317,347,Other,UI elements overlap on small screen,2025-03-12 23:20:47,Resolved,Low,5.9.2
2318,673,Other,Scrolling is not smooth,2025-04-22 09:31:14,In Progress,Medium,1.1.1
2319,579,UI Bug,Slow performance on home screen,2025-07-03 18:06:29,Resolved,Critical,1.0.4
2320,447,Crash,Data lost after app update,2025-07-24 14:31:20,In Progress,High,1.6.1
2321,514,Performance,Push notifications show duplicate messages,2025-06-26 02:08:51,In Progress,Low,2.4.9
2322,785,UI Bug,Error message displayed incorrectly,2024-11-30 17:57:11,Open,Medium,4.6.3
2323,118,Data Loss,App freezes after login,2025-06-03 20:51:17,In Progress,Medium,1.5.4
2324,883,Crash,Login button not responding on Android,2024-12-20 13:14:26,In Progress,High,3.9.8
2325,893,Performance,Data not syncing with server,2025-03-09 21:56:16,Resolved,High,5.7.5
2326,645,Data Loss,Keyboard hides input field on iOS,2025-02-05 00:26:38,Open,Low,1.8.5
2327,224,Network,Data lost after app update,2025-07-12 14:59:10,Resolved,Critical,1.4.8
2328,87,UI Bug,Keyboard hides input field on iOS,2025-01-11 07:13:12,Resolved,Medium,3.2.9
2329,831,Other,Payment gateway fails at checkout,2024-11-11 19:44:32,In Progress,High,2.0.3
2330,291,Crash,Data lost after app update,2025-08-06 06:06:13,Resolved,Medium,3.3.9
2331,915,Other,Keyboard hides input field on iOS,2025-05-24 08:52:04,In Progress,Low,4.1.7
2332,480,Data Loss,Keyboard hides input field on iOS,2025-07-12 16:39:38,Open,High,4.4.1
2333,274,Performance,Data not syncing with server,2025-03-05 17:23:25,In Progress,Critical,2.6.7
2334,879,Data Loss,Payment gateway fails at checkout,2025-06-06 23:39:55,Open,Critical,3.4.4
2335,613,Crash,Error message displayed incorrectly,2025-03-22 05:47:52,Open,Low,5.8.7
2336,802,Crash,Error message displayed incorrectly,2025-07-11 01:44:15,Open,Low,5.6.0
2337,53,Crash,Dark mode not applied on some screens,2025-05-10 14:12:30,Open,Medium,2.9.8
2338,385,Other,Notifications are not received,2024-09-28 22:28:35,In Progress,Medium,3.4.3
2339,972,Performance,Error message displayed incorrectly,2025-08-09 02:31:44,Open,High,1.9.0
2340,762,Performance,Push notifications show duplicate messages,2025-06-02 12:57:08,Open,High,2.8.4
2341,178,Performance,Scrolling is not smooth,2024-12-07 13:16:36,In Progress,Medium,4.0.0
2342,639,Other,Location services not detecting city,2025-01-30 00:53:53,Open,Medium,5.2.2
2343,675,UI Bug,App freezes after login,2025-05-08 02:50:00,Resolved,Low,5.0.5
2344,11,UI Bug,App version mismatch after update,2025-08-16 00:07:09,Open,Low,1.0.2
2345,775,Crash,UI elements overlap on small screen,2025-07-21 23:41:19,Resolved,Low,2.1.4
2346,950,Network,App logs out automatically,2024-12-07 13:38:48,Open,Critical,2.2.0
2347,330,Network,App freezes after login,2024-10-27 06:30:51,Open,Medium,5.9.8
2348,824,Performance,App crashes when opening settings,2024-10-12 19:38:35,Open,High,5.4.2
2349,621,UI Bug,Profile picture upload not working,2025-06-24 22:13:00,Open,Medium,4.1.4
2350,672,Performance,Keyboard hides input field on iOS,2025-04-23 04:12:59,Open,Medium,2.4.4
2351,446,UI Bug,Slow performance on home screen,2024-10-30 13:39:40,In Progress,Low,5.4.2
2352,46,Performance,Login button not responding on Android,2025-08-12 17:56:54,In Progress,High,2.7.2
2353,785,Other,Payment gateway fails at checkout,2025-04-03 07:18:27,Resolved,High,5.4.4
2354,993,Data Loss,Login button not responding on Android,2025-08-24 07:57:11,In Progress,High,2.9.4
2355,296,Other,Location services not detecting city,2025-06-27 14:06:18,Open,High,3.0.9
2356,597,Performance,Notifications are not received,2025-02-07 06:31:46,Resolved,Low,3.9.6
2357,550,Data Loss,Dark mode not applied on some screens,2025-04-09 02:16:06,In Progress,Low,3.0.9
2358,196,UI Bug,Profile picture upload not working,2025-03-28 17:58:00,In Progress,Medium,3.6.0
2359,523,Network,Notifications are not received,2025-08-02 01:23:01,Resolved,Critical,5.9.6
2360,444,Data Loss,Login button not responding on Android,2025-01-05 16:10:25,In Progress,Medium,5.4.2
2361,393,Performance,Keyboard hides input field on iOS,2024-12-13 17:50:29,Open,Medium,1.3.1
2362,323,UI Bug,App logs out automatically,2025-01-21 16:23:11,In Progress,Low,5.2.5
2363,623,Network,UI elements overlap on small screen,2025-04-02 00:23:20,Open,High,5.3.7
2364,705,Crash,Scrolling is not smooth,2025-03-22 19:05:04,Open,Medium,1.1.0
2365,743,Crash,Profile picture upload not working,2025-07-04 18:32:02,In Progress,Medium,1.6.6
2366,906,Performance,Crash when switching app language,2024-12-10 15:53:15,Resolved,Medium,1.4.8
2367,703,Crash,Data not syncing with server,2025-04-27 18:24:58,Resolved,High,1.1.7
2368,171,Other,Data lost after app update,2025-03-31 18:18:39,In Progress,Low,5.5.1
2369,649,Data Loss,Push notifications show duplicate messages,2025-01-04 03:46:12,Open,High,3.3.2
2370,427,Performance,UI elements overlap on small screen,2024-11-07 08:10:07,Resolved,Critical,4.7.1
2371,640,Data Loss,Login button not responding on Android,2025-06-14 07:16:04,Open,High,5.9.6
2372,380,UI Bug,Push notifications show duplicate messages,2024-10-21 04:54:36,Resolved,Critical,5.5.7
2373,314,Crash,Profile picture upload not working,2024-12-19 10:01:54,Open,Critical,5.7.2
2374,46,Performance,Profile picture upload not working,2025-09-05 07:18:23,Resolved,High,3.8.3
2375,36,Data Loss,Search results take too long to load,2025-07-30 14:30:46,Resolved,High,4.6.7
2376,789,Other,Slow performance on home screen,2024-12-26 10:28:51,Open,Critical,4.2.0
2377,437,UI Bug,Keyboard hides input field on iOS,2024-11-04 14:35:54,Resolved,Low,3.0.3
2378,568,UI Bug,Notifications are not received,2024-12-30 01:59:52,Resolved,Critical,1.9.2
2379,732,UI Bug,Error message displayed incorrectly,2025-01-16 03:11:29,In Progress,Critical,2.6.0
2380,646,Data Loss,Push notifications show duplicate messages,2025-04-18 19:21:27,Resolved,High,1.3.3
2381,704,Other,Search results take too long to load,2024-11-26 04:12:48,In Progress,Critical,3.1.8
2382,858,Network,Error message displayed incorrectly,2025-09-04 17:53:48,Open,Critical,1.9.2
2383,266,Network,App logs out automatically,2025-01-12 02:16:23,Open,High,2.5.4
2384,679,Crash,Push notifications show duplicate messages,2025-08-23 15:59:27,In Progress,Critical,3.7.3
2385,437,Data Loss,Location services not detecting city,2025-06-30 21:52:09,In Progress,Critical,3.8.4
2386,150,Other,Login button not responding on Android,2025-05-05 04:04:43,In Progress,Critical,4.6.7
2387,849,Other,Keyboard hides input field on iOS,2025-04-22 21:42:58,In Progress,Low,5.0.6
2388,138,Network,Error message displayed incorrectly,2025-01-02 04:14:23,Open,Low,5.0.3
2389,112,Crash,Dark mode not applied on some screens,2025-06-04 08:46:48,Resolved,Low,5.1.0
2390,74,Network,Profile picture upload not working,2025-02-11 18:20:20,Resolved,Critical,5.7.4
2391,115,UI Bug,Login button not responding on Android,2025-01-16 08:31:30,Open,Low,1.0.1
2392,61,Other,Login button not responding on Android,2024-09-27 23:47:50,Resolved,Low,1.0.4
2393,448,Performance,Payment gateway fails at checkout,2025-07-13 15:01:17,Open,High,2.7.8
2394,865,Network,Crash when switching app language,2025-08-11 00:25:33,Open,Low,4.2.8
2395,860,Other,App freezes after login,2025-08-09 02:00:48,Open,Critical,3.1.9
2396,807,Performance,App crashes when opening settings,2024-12-16 23:07:19,Resolved,Low,4.5.3
2397,331,Network,Keyboard hides input field on iOS,2025-01-05 04:17:27,Resolved,Critical,4.6.1
2398,552,Performance,UI elements overlap on small screen,2025-04-27 02:29:02,Resolved,Low,1.2.3
2399,749,Data Loss,Slow performance on home screen,2025-04-02 06:13:51,In Progress,Critical,2.3.4
2400,525,Performance,App logs out automatically,2025-03-28 04:31:25,In Progress,Medium,3.5.1
2401,923,Performance,Notifications are not received,2024-10-15 02:10:21,Open,High,2.9.1
2402,348,Crash,Payment gateway fails at checkout,2024-10-29 00:05:29,In Progress,High,1.7.3
2403,951,UI Bug,Error message displayed incorrectly,2025-04-08 10:48:15,Open,Low,1.7.3
2404,942,Crash,Location services not detecting city,2025-03-11 06:47:20,Open,High,3.1.3
2405,176,Network,App logs out automatically,2025-06-25 06:16:09,Resolved,High,4.2.3
2406,142,Performance,App crashes when opening settings,2024-09-09 10:04:07,Open,Critical,5.8.2
2407,240,Performance,Payment gateway fails at checkout,2025-05-31 04:23:49,Open,Low,2.5.7
2408,699,Network,Search results take too long to load,2024-12-14 16:32:17,Open,Medium,4.8.0
2409,434,Other,Data lost after app update,2024-12-16 06:40:10,Resolved,High,4.4.2
2410,797,UI Bug,Data not syncing with server,2025-06-21 11:42:29,In Progress,Low,5.2.6
2411,888,Crash,Profile picture upload not working,2025-05-13 17:35:03,Open,Low,5.4.8
2412,507,Crash,Profile picture upload not working,2025-08-29 01:02:00,Resolved,Medium,1.7.9
2413,40,Crash,Location services not detecting city,2025-07-16 05:08:22,Resolved,High,2.5.6
2414,562,Network,Data lost after app update,2025-03-27 06:39:32,Open,High,3.0.1
2415,239,Crash,Slow performance on home screen,2025-02-01 04:21:20,Resolved,Critical,3.8.3
2416,675,Other,Login button not responding on Android,2024-11-08 14:03:03,In Progress,High,5.5.2
2417,10,Network,App logs out automatically,2024-12-06 23:13:54,In Progress,High,5.9.9
2418,677,Other,Login button not responding on Android,2025-02-20 21:53:55,Open,Low,2.2.3
2419,54,Network,Profile picture upload not working,2025-05-15 21:17:28,Resolved,Critical,5.2.0
2420,522,Other,Keyboard hides input field on iOS,2025-05-12 12:29:37,Open,Medium,5.6.2
2421,246,UI Bug,UI elements overlap on small screen,2024-11-29 18:27:56,In Progress,Medium,1.4.3
2422,571,Network,Slow performance on home screen,2025-03-04 03:30:04,In Progress,Medium,2.1.9
2423,682,Data Loss,Slow performance on home screen,2024-11-03 15:04:27,In Progress,High,2.9.4
2424,222,Data Loss,Push notifications show duplicate messages,2025-02-11 12:33:34,Resolved,High,1.9.7
2425,257,Data Loss,App freezes after login,2025-08-18 05:06:54,Open,High,1.0.6
2426,400,Other,Login button not responding on Android,2024-09-30 08:10:16,Resolved,Critical,1.3.2
2427,881,UI Bug,Crash when switching app language,2025-03-26 13:10:52,Open,Medium,5.5.5
2428,98,Other,App freezes after login,2024-10-19 05:50:27,In Progress,High,2.6.9
2429,350,Other,Notifications are not received,2024-10-04 01:32:17,Open,Critical,3.3.1
2430,781,Data Loss,Data lost after app update,2025-09-01 18:18:40,Open,High,4.0.1
2431,891,Performance,Dark mode not applied on some screens,2024-09-30 19:46:10,Resolved,Critical,1.5.9
2432,444,Data Loss,Push notifications show duplicate messages,2025-08-21 05:44:51,Resolved,Low,1.6.4
2433,128,Network,Dark mode not applied on some screens,2025-07-29 07:14:00,Open,Low,4.5.9
2434,934,Crash,App logs out automatically,2024-09-16 08:29:06,Resolved,Medium,5.3.9
2435,738,Other,App freezes after login,2025-02-27 16:34:19,Open,High,3.6.8
2436,265,Data Loss,Push notifications show duplicate messages,2025-05-28 08:31:02,Open,Low,1.8.1
2437,305,Other,Login button not responding on Android,2025-03-05 21:13:41,Resolved,Low,4.5.6
2438,678,Performance,App version mismatch after update,2024-10-10 15:58:17,Open,Medium,3.3.7
2439,886,Crash,Data lost after app update,2025-02-12 12:54:57,Open,Critical,2.2.5
2440,854,Data Loss,Dark mode not applied on some screens,2025-01-07 20:33:47,In Progress,Medium,1.4.3
2441,97,UI Bug,Profile picture upload not working,2025-05-27 23:07:09,Resolved,Medium,1.7.6
2442,763,Other,Data lost after app update,2025-04-08 22:46:50,Open,Low,2.3.5
2443,38,Performance,Profile picture upload not working,2025-08-29 23:30:44,Open,Medium,3.4.5
2444,534,Data Loss,Notifications are not received,2025-05-05 23:50:13,In Progress,Medium,1.2.2
2445,274,Crash,App crashes when opening settings,2025-06-04 13:05:36,Resolved,Medium,4.0.2
2446,577,Performance,UI elements overlap on small screen,2025-02-25 03:20:11,In Progress,Medium,3.2.0
2447,916,Data Loss,Dark mode not applied on some screens,2024-09-09 07:30:58,Resolved,Low,4.4.3
2448,895,Data Loss,Search results take too long to load,2025-09-06 11:26:29,Open,Medium,3.3.0
2449,271,Other,Dark mode not applied on some screens,2025-06-15 12:38:45,Open,Medium,4.4.2
2450,73,Crash,Dark mode not applied on some screens,2025-05-18 22:24:14,Resolved,Medium,5.4.0
2451,681,Performance,Login button not responding on Android,2025-06-22 13:57:33,In Progress,Low,3.8.3
2452,10,Crash,Error message displayed incorrectly,2025-04-07 20:23:54,Resolved,Low,1.4.6
2453,328,Crash,Data lost after app update,2024-11-30 23:23:10,Resolved,Critical,2.5.8
2454,199,Crash,Location services not detecting city,2024-12-12 18:36:37,Resolved,High,1.4.0
2455,623,UI Bug,App logs out automatically,2025-07-28 09:52:57,In Progress,Low,4.3.1
2456,959,Network,Data not syncing with server,2024-12-03 06:52:33,Resolved,Medium,2.1.4
2457,765,Crash,App version mismatch after update,2024-11-24 20:50:07,In Progress,Low,2.2.2
2458,972,Performance,Dark mode not applied on some screens,2025-02-25 13:46:46,Open,Low,3.7.2
2459,67,Network,Scrolling is not smooth,2024-10-08 02:57:39,Resolved,Critical,2.5.9
2460,175,Performance,Notifications are not received,2025-04-15 08:09:15,Open,Medium,4.5.9
2461,582,Crash,App freezes after login,2025-05-04 18:37:04,In Progress,Critical,2.5.1
2462,142,Performance,Push notifications show duplicate messages,2024-11-11 14:10:13,Open,Low,5.5.7
2463,204,Performance,Push notifications show duplicate messages,2024-11-23 05:19:49,Open,Low,4.0.5
2464,150,UI Bug,Profile picture upload not working,2024-12-02 10:24:49,In Progress,Medium,1.0.8
2465,808,UI Bug,UI elements overlap on small screen,2024-09-21 19:04:13,Open,Medium,2.5.7
2466,94,UI Bug,UI elements overlap on small screen,2025-08-29 16:23:55,Resolved,Critical,5.3.8
2467,80,Data Loss,App version mismatch after update,2025-04-16 13:23:15,In Progress,Critical,4.0.1
2468,709,Performance,Search results take too long to load,2025-01-05 21:27:22,In Progress,Medium,2.2.4
2469,511,Network,Login button not responding on Android,2025-04-20 11:25:46,Open,Critical,1.4.3
2470,197,Crash,UI elements overlap on small screen,2024-11-03 01:43:48,In Progress,Critical,4.7.0
2471,531,UI Bug,Search results take too long to load,2025-07-04 16:43:39,In Progress,Critical,4.6.8
2472,252,Performance,Keyboard hides input field on iOS,2025-05-28 19:10:27,Open,High,3.4.7
2473,35,UI Bug,Location services not detecting city,2024-11-27 17:08:47,Resolved,High,2.3.8
2474,300,Network,Slow performance on home screen,2025-08-08 18:52:24,Resolved,High,5.3.3
2475,357,Crash,Data not syncing with server,2025-03-20 07:04:17,In Progress,Medium,5.6.3
2476,737,Data Loss,App freezes after login,2024-11-17 20:54:18,Open,Low,1.7.2
2477,434,Crash,Keyboard hides input field on iOS,2025-01-01 18:34:46,Open,High,4.3.2
2478,173,Network,Payment gateway fails at checkout,2024-11-19 14:11:07,Resolved,Medium,1.8.5
2479,513,Crash,Data lost after app update,2025-02-06 07:23:05,In Progress,Medium,3.1.8
2480,732,Data Loss,Search results take too long to load,2025-08-10 18:56:51,Open,Low,4.7.3
2481,252,Network,Profile picture upload not working,2025-09-05 18:50:31,Resolved,Medium,5.6.5
2482,827,Other,Push notifications show duplicate messages,2025-03-14 23:23:15,Open,High,4.8.8
2483,739,Data Loss,Data lost after app update,2025-01-22 09:36:37,Resolved,High,5.3.0
2484,389,Network,App crashes when opening settings,2024-09-08 11:36:55,Resolved,Low,1.1.1
2485,955,UI Bug,UI elements overlap on small screen,2024-09-19 11:39:45,Open,Low,3.4.5
2486,851,Crash,Dark mode not applied on some screens,2024-10-23 06:39:08,Resolved,High,5.5.4
2487,767,Performance,Search results take too long to load,2024-11-03 13:44:36,Resolved,Medium,4.8.5
2488,38,Performance,App freezes after login,2025-07-30 06:08:14,Open,Medium,3.1.8
2489,300,Data Loss,Data not syncing with server,2024-10-22 02:07:01,Open,Critical,1.5.2
2490,350,Data Loss,Dark mode not applied on some screens,2025-02-23 07:13:27,Open,High,1.6.3
2491,176,Performance,Dark mode not applied on some screens,2025-01-26 18:32:20,In Progress,Low,1.8.3
2492,610,Data Loss,App logs out automatically,2025-04-23 01:43:55,In Progress,Medium,5.5.8
2493,570,Other,Crash when switching app language,2024-11-04 14:27:39,Open,Critical,5.3.0
2494,162,Performance,Keyboard hides input field on iOS,2025-08-12 17:28:45,Open,Low,2.2.1
2495,444,Crash,Error message displayed incorrectly,2025-03-13 14:12:22,In Progress,Low,1.1.3
2496,652,Network,App freezes after login,2024-09-08 03:41:19,In Progress,High,2.3.0
2497,797,Other,Search results take too long to load,2025-05-14 05:40:14,Resolved,Medium,1.6.0
2498,756,Crash,Search results take too long to load,2025-04-05 17:35:12,In Progress,Low,5.3.9
2499,615,Data Loss,Data not syncing with server,2025-08-07 20:10:14,Resolved,Low,3.6.3
2500,486,UI Bug,Data not syncing with server,2024-12-11 18:48:17,Resolved,Critical,5.2.3
2501,413,Network,App version mismatch after update,2024-11-07 02:20:07,Open,High,3.1.9
2502,591,Crash,Keyboard hides input field on iOS,2024-09-25 15:45:39,In Progress,Critical,2.4.4
2503,796,UI Bug,Error message displayed incorrectly,2025-08-31 14:09:00,Resolved,Medium,3.5.3
2504,166,Crash,Data not syncing with server,2025-04-15 17:30:57,In Progress,Medium,3.4.7
2505,849,Network,Slow performance on home screen,2025-02-25 02:18:08,Open,Medium,1.6.7
2506,618,Crash,Error message displayed incorrectly,2025-01-17 13:36:56,In Progress,High,3.1.8
2507,560,UI Bug,App freezes after login,2025-02-07 19:18:04,In Progress,Medium,4.5.8
2508,8,Network,Login button not responding on Android,2025-07-01 11:35:15,Open,Critical,2.8.3
2509,443,Crash,App logs out automatically,2025-01-16 18:19:26,In Progress,Low,1.4.6
2510,471,Other,Search results take too long to load,2025-06-29 04:58:57,In Progress,Medium,2.6.5
2511,944,Other,Slow performance on home screen,2025-01-26 11:52:35,Open,High,2.4.7
2512,601,UI Bug,Data lost after app update,2025-07-11 19:19:55,Open,Low,5.8.4
2513,579,Data Loss,Scrolling is not smooth,2025-07-02 11:27:17,Resolved,High,2.7.3
2514,645,Network,App logs out automatically,2025-01-26 22:24:29,In Progress,Critical,1.7.7
2515,711,UI Bug,Notifications are not received,2024-09-28 06:27:02,Open,Critical,1.9.8
2516,698,UI Bug,Keyboard hides input field on iOS,2024-11-30 23:56:33,In Progress,Critical,5.3.3
2517,890,Crash,Slow performance on home screen,2025-05-16 16:46:59,Open,Critical,3.6.3
2518,483,Performance,Login button not responding on Android,2025-03-26 05:50:20,Open,Medium,2.1.2
2519,581,Performance,Scrolling is not smooth,2025-04-20 09:26:57,Resolved,Medium,2.6.7
2520,219,Crash,Notifications are not received,2025-08-29 11:09:40,Open,Low,4.4.0
2521,816,Data Loss,Search results take too long to load,2025-06-13 08:58:24,Resolved,Low,3.0.1
2522,456,UI Bug,Error message displayed incorrectly,2025-01-21 01:42:28,In Progress,High,1.0.7
2523,350,Data Loss,App crashes when opening settings,2025-06-28 17:14:34,Open,Critical,1.5.1
2524,348,Data Loss,Error message displayed incorrectly,2025-02-27 23:58:35,Open,Critical,2.9.8
2525,759,Performance,App crashes when opening settings,2025-01-06 08:25:42,In Progress,Critical,1.6.5
2526,741,Performance,Keyboard hides input field on iOS,2025-08-20 04:17:53,In Progress,Medium,5.2.0
2527,717,UI Bug,Crash when switching app language,2025-05-25 19:25:15,Open,Low,2.2.9
2528,659,UI Bug,App crashes when opening settings,2024-10-27 04:46:05,In Progress,Low,2.1.4
2529,813,Performance,App logs out automatically,2025-02-13 18:29:41,Open,Critical,3.3.8
2530,590,Data Loss,App logs out automatically,2025-06-28 14:18:59,Resolved,Low,1.4.9
2531,774,Crash,Dark mode not applied on some screens,2024-11-14 13:33:16,Open,Medium,2.6.6
2532,186,Other,Search results take too long to load,2025-08-31 13:39:07,In Progress,High,4.8.3
2533,242,Crash,App freezes after login,2025-04-13 06:26:43,In Progress,Medium,3.2.5
2534,238,Network,Crash when switching app language,2025-05-24 08:13:20,Open,Medium,2.0.0
2535,589,Performance,Data lost after app update,2024-12-09 18:39:17,Open,High,1.3.8
2536,826,Network,Scrolling is not smooth,2024-11-04 17:37:03,In Progress,Critical,1.8.9
2537,733,Network,Slow performance on home screen,2024-12-16 21:09:59,In Progress,High,5.8.3
2538,52,Network,Keyboard hides input field on iOS,2025-04-27 01:07:27,Resolved,Low,2.1.5
2539,474,Data Loss,UI elements overlap on small screen,2024-11-28 20:16:29,In Progress,Medium,4.5.6
2540,645,Data Loss,App version mismatch after update,2025-06-12 04:42:09,Open,Low,1.6.9
2541,970,Other,App crashes when opening settings,2025-06-21 16:36:35,Resolved,Low,4.5.3
2542,623,Performance,Search results take too long to load,2024-09-13 22:11:04,In Progress,High,1.0.9
2543,181,Network,Notifications are not received,2025-03-18 03:03:35,Resolved,Critical,4.2.5
2544,694,Other,Location services not detecting city,2025-03-02 17:58:12,Open,High,3.1.4
2545,593,Other,Data lost after app update,2025-04-03 12:51:27,Open,High,2.9.1
2546,47,Crash,Search results take too long to load,2025-08-21 21:08:21,Open,High,5.1.3
2547,585,Performance,Error message displayed incorrectly,2025-02-09 04:44:38,Open,Low,5.9.4
2548,529,Crash,Error message displayed incorrectly,2025-07-29 07:56:00,Resolved,Low,4.0.6
2549,14,UI Bug,App logs out automatically,2024-12-21 01:10:03,In Progress,Critical,4.1.7
2550,46,UI Bug,App freezes after login,2025-06-19 22:11:25,In Progress,High,3.7.8
2551,203,Other,Payment gateway fails at checkout,2025-05-03 16:12:48,Open,High,5.8.4
2552,294,Data Loss,Payment gateway fails at checkout,2024-10-25 01:57:45,Open,Critical,5.7.2
2553,659,Network,Data not syncing with server,2025-06-13 15:11:04,Resolved,High,5.3.6
2554,100,Crash,Dark mode not applied on some screens,2025-01-14 00:59:02,Open,Critical,1.0.6
2555,295,Performance,Crash when switching app language,2025-03-19 14:49:13,Resolved,Low,4.5.7
2556,917,UI Bug,Location services not detecting city,2025-02-17 07:10:48,Resolved,Critical,2.7.0
2557,65,UI Bug,Dark mode not applied on some screens,2024-12-08 00:30:36,In Progress,Critical,5.9.8
2558,712,Performance,Login button not responding on Android,2024-12-08 23:27:35,Resolved,Critical,4.5.6
2559,8,UI Bug,Location services not detecting city,2025-02-10 07:07:07,Open,Critical,3.3.0
2560,41,Crash,Keyboard hides input field on iOS,2025-07-04 18:21:49,Open,Medium,3.9.1
2561,608,Network,Location services not detecting city,2025-04-08 06:32:52,Open,Critical,5.5.4
2562,773,UI Bug,Data not syncing with server,2025-04-27 19:39:04,In Progress,Medium,5.7.4
2563,820,Performance,Scrolling is not smooth,2025-03-26 07:26:17,In Progress,High,1.1.2
2564,149,Data Loss,Push notifications show duplicate messages,2025-07-15 07:23:28,Resolved,Medium,1.3.4
2565,1,Crash,Push notifications show duplicate messages,2024-10-30 03:04:41,Resolved,Medium,2.2.1
